CLIENTNUM;Churn;Age;Gender;Dependents;EducationLevel;MaritalStatus;YearIncome;Purpose;Card_Category;Months;TotalRelationshipCount;MonthsInactive12;ContactsCount12;CreditLimit;TotalAmtChngQ4Q1;TotalTransAmt;TotalCtChngQ4Q1;AvgUtilizationRatio
823535133;0;45;M;2;среднее;женат / замужем;251526.0502;операции с недвижимостью;Blue;41;6;2;2;232710;0.718;1402;0.889;0.054
708455883;1;57;M;1;среднее;женат / замужем;168194.0681;заняться высшим образованием;Blue;36;2;3;2;102440;0.78;1127;0.381;0.084
780095808;0;43;M;3;среднее;гражданский брак;201592.3043;покупка жилья для семьи;Blue;30;3;2;1;25880;0.788;1053;0.55;0.645
709207458;0;44;M;3;высшее;гражданский брак;198944.9472;покупка жилья для семьи;Blue;27;4;2;3;107470;0.471;1340;0.923;0.149
763895958;1;53;M;2;СРЕДНЕЕ;женат / замужем;292722.5297;операции с коммерческой недвижимостью;Blue;46;4;3;1;74740;0.858;732;0.615;0
715942683;0;32;F;3;среднее;женат / замужем;260391.976;заняться высшим образованием;Blue;36;3;1;3;35550;0.813;2346;0.651;0
721301733;0;53;M;1;среднее;женат / замужем;;покупка своего жилья;Blue;38;6;3;2;221400;0.987;1580;0.667;0.033
711927108;1;54;M;3;среднее;вдовец / вдова;258946.6468;получение высшего образования;Blue;36;2;3;4;94570;1.024;1196;0.333;0.037
718083483;0;42;M;3;среднее;гражданский брак;107832.392;сыграть свадьбу;Blue;35;4;5;0;62180;1.25;2086;0.786;0.343
717548358;0;38;F;1;среднее;женат / замужем;91791.89045;покупка коммерческой недвижимости;Blue;25;3;3;1;25800;0.824;1665;0.629;0.878
816829608;0;44;M;2;среднее;женат / замужем;74460.99321;операции с недвижимостью;Blue;39;6;2;2;14383;0.871;1495;0.393;0
713936583;0;54;M;2;среднее;гражданский брак;289506.8838;получение дополнительного образования;Blue;43;6;3;1;62240;0.983;2187;0.657;0.304
709682658;0;37;F;4;среднее;гражданский брак;;покупка жилья для сдачи;Blue;36;5;3;1;30930;0.855;1371;0.917;0.814
793889508;0;48;F;2;среднее;женат / замужем;137487.7314;покупка своего жилья;Blue;42;4;3;3;40760;0.808;1235;0.682;0
714648933;0;55;F;3;высшее;женат / замужем;176809.1608;покупка недвижимости;Blue;36;3;2;0;48610;0.938;1556;0.538;0.231
711556533;0;43;F;1;среднее;гражданский брак;135860.887;высшее образование;Blue;36;6;3;3;98510;1.034;1212;0.6;0
717420333;0;37;M;1;неоконченное высшее;Не женат / не замужем;105677.7121;заняться высшим образованием;Blue;26;4;3;2;73490;0.877;2701;0.714;0.342
768921933;0;34;M;2;среднее;женат / замужем;168516.3806;строительство собственной недвижимости;Blue;28;3;3;3;28530;0.858;1750;0.808;0.848
714311583;0;46;F;4;среднее;женат / замужем;101771.7258;свой автомобиль;Blue;36;4;3;2;170230;0.928;1610;0.387;0.064
717707133;0;32;M;1;среднее;женат / замужем;179731.8294;строительство недвижимости;Blue;24;6;2;3;100600;0.894;2184;1.032;0.231
716043258;0;53;M;3;Среднее;женат / замужем;300682.0821;жилье;Blue;41;6;1;2;15950;0.694;1745;0.577;0.545
716343408;0;46;M;3;Высшее;женат / замужем;64328.87989;заняться образованием;Blue;38;3;2;1;84750;0.611;1381;0.481;0.163
718909158;0;38;M;1;среднее;вдовец / вдова;54221.913;ремонт жилью;Blue;25;6;3;3;55590;0.627;1793;0.947;0.118
719471433;0;31;F;0;среднее;Не женат / не замужем;87288.03352;сделка с подержанным автомобилем;Blue;22;3;3;2;29170;1.074;1831;1;0.729
712763808;0;38;M;2;среднее;гражданский брак;115514.2202;приобретение автомобиля;Blue;36;3;3;3;66920;0.401;1468;0.241;0.304
711147483;1;46;F;3;среднее;женат / замужем;232662.5717;жилье;Blue;28;2;2;3;85510;0.931;1097;0.778;0.125
719788833;0;47;M;3;среднее;в разводе;34312.61107;покупка жилья;Blue;36;6;2;3;105690;0.838;1682;1;0
715168983;0;47;F;3;среднее;женат / замужем;430442.6374;операции с недвижимостью;Blue;36;5;2;2;70510;0.527;1451;0.194;0
714306258;0;56;M;1;неоконченное высшее;гражданский брак;59702.37857;покупка жилья для семьи;Blue;46;3;2;1;101170;0.662;1509;0.467;0.222
713828208;0;47;M;2;среднее;гражданский брак;94531.52515;дополнительное образование;Blue;36;6;2;1;83110;0.584;1895;0.425;0
710574558;0;47;M;4;среднее;гражданский брак;218019.43;приобретение автомобиля;Blue;41;5;3;2;264420;0.651;1403;0.429;0.062
710947683;0;64;F;0;СРЕДНЕЕ;гражданский брак;109170.232;заняться образованием;Blue;51;6;3;1;49200;0.507;1420;0.348;0.232
711113958;0;37;F;3;среднее;в разводе;158483.1583;покупка жилья для сдачи;Blue;25;6;2;1;14383;2.18;1717;0.722;0.469
718923858;0;42;M;1;начальное;гражданский брак;36649.07844;покупка коммерческой недвижимости;Silver;29;5;2;2;267500;0.428;1131;0.318;0.045
752666508;0;41;M;4;среднее;гражданский брак;136470.3054;операции с коммерческой недвижимостью;Silver;34;4;3;3;345160;0.801;1005;1;0.039
712672083;0;65;F;0;среднее;гражданский брак;103357.1255;покупка своего жилья;Blue;36;3;3;2;14383;0.491;948;0.714;0.519
719863758;0;49;F;3;среднее;женат / замужем;122634.0993;покупка жилья;Blue;41;6;2;2;18690;0.91;1549;0.478;0.406
720990183;1;54;M;5;среднее;гражданский брак;183974.8122;получение высшего образования;Blue;36;5;2;3;145390;0.907;965;0.529;0
720718908;0;46;M;3;высшее;женат / замужем;135597.0516;строительство недвижимости;Blue;36;5;1;3;269770;0.641;1958;1.05;0.073
721250358;0;50;M;2;СРЕДНЕЕ;гражданский брак;83427.1813;заняться образованием;Blue;36;3;1;3;54260;0.664;1266;0.571;0.272
779773533;0;50;F;3;высшее;Не женат / не замужем;352908.4365;высшее образование;Blue;34;6;1;3;76230;1.007;1367;1.071;0.33
708249708;0;48;F;1;среднее;гражданский брак;;строительство жилой недвижимости;Blue;39;3;3;3;48440;0.809;1489;0.6;0.325
713967783;0;62;F;0;неоконченное высшее;Не женат / не замужем;171120.9213;ремонт жилью;Blue;52;6;1;1;26830;1.254;1582;0.941;0.636
779506158;0;39;F;1;среднее;женат / замужем;291686.2719;автомобиль;Blue;22;3;1;2;32140;1.279;2516;0.75;0.702
759823158;0;46;M;1;среднее;женат / замужем;181098.2447;свадьба;Blue;39;4;3;3;53740;0.423;1557;0.4;0.432
716608608;1;41;M;2;Среднее;Не женат / не замужем;118136.3712;недвижимость;Blue;33;5;3;3;80040;0.929;1084;0.524;0.181
789528183;0;39;F;2;среднее;гражданский брак;107857.9808;на покупку подержанного автомобиля;Blue;31;4;2;3;14383;1.867;2583;0.958;0.693
708895158;0;46;M;2;среднее;в разводе;45033.20307;операции с жильем;Blue;34;3;3;3;29250;0.691;1371;0.579;0.809
824805858;0;39;F;2;среднее;женат / замужем;209470.0455;покупка жилья для семьи;Blue;35;5;3;3;92350;0.843;1537;0.581;0.16
720840108;0;44;M;0;среднее;женат / замужем;166387.583;строительство недвижимости;Blue;24;5;3;0;88370;0.559;3753;0.875;0.238
787595658;0;57;F;3;среднее;женат / замужем;170334.0958;заняться образованием;Blue;29;6;1;1;88010;0.568;1104;0.292;0.161
720244983;0;40;M;3;среднее;женат / замужем;107344.2626;автомобили;Blue;28;4;1;1;35630;0.506;1482;0.312;0.479
713220258;0;65;F;0;среднее;женат / замужем;99148.33094;операции с недвижимостью;Blue;36;4;3;2;81380;0.837;1299;0.812;0.259
813469458;0;26;F;1;высшее;женат / замужем;134174.629;сыграть свадьбу;Blue;20;6;3;3;14383;0.595;2167;0.412;0.468
788939358;0;47;M;2;среднее;женат / замужем;165682.0444;строительство собственной недвижимости;Blue;33;4;2;2;24580;0.739;1563;1.222;0.569
718870158;0;47;M;4;среднее;женат / замужем;123882.9477;покупка недвижимости;Blue;34;5;2;3;45920;0.952;1772;0.486;0.356
788673708;1;57;F;2;СРЕДНЕЕ;женат / замужем;49141.59855;строительство жилой недвижимости;Blue;45;2;1;3;14383;1.036;1254;0.842;0
711809283;0;31;M;1;среднее;женат / замужем;274590.4172;на проведение свадьбы;Blue;36;3;3;3;18680;1.359;2229;0.667;0.811
816513108;0;54;M;4;высшее;Не женат / не замужем;;получение дополнительного образования;Blue;49;3;1;2;52690;1.178;2195;0.969;0.209
718594608;0;43;F;2;среднее;женат / замужем;96418.36738;покупка жилья для сдачи;Blue;36;3;3;3;201560;0.476;1362;0.556;0.087
823606983;0;39;M;2;высшее;женат / замужем;176410.848;покупка жилой недвижимости;Blue;35;4;3;2;74100;1.924;2398;1.176;0.34
717028158;0;53;M;3;среднее;Не женат / не замужем;82480.94444;свадьба;Blue;44;3;2;3;121630;1.554;2649;0.697;0.171
788485908;0;44;M;3;среднее;женат / замужем;;сделка с подержанным автомобилем;Blue;37;3;2;3;62240;0.738;1463;0.889;0
714472608;0;59;M;0;среднее;вдовец / вдова;;на покупку своего автомобиля;Blue;49;3;3;3;42500;0.947;1174;0.8;0.258
710793783;0;53;F;3;неоконченное высшее;в разводе;;строительство жилой недвижимости;Blue;40;6;3;1;120590;0.877;1836;0.895;0.164
794340033;0;34;F;3;среднее;женат / замужем;305705.2466;покупка жилья;Blue;28;5;1;3;27990;0.986;1817;0.56;0.63
716462658;0;47;M;4;среднее;женат / замужем;158155.6661;получение образования;Blue;36;3;1;1;180370;0.74;1387;0.333;0
718050033;0;54;M;2;среднее;женат / замужем;;свадьба;Blue;43;3;2;3;56570;0.606;2028;0.667;0.304
714023808;0;42;F;2;среднее;женат / замужем;123318.0282;операции с недвижимостью;Blue;33;6;1;1;137700;0.788;1582;0.385;0.183
716341833;0;53;F;3;среднее;женат / замужем;153439.5968;строительство собственной недвижимости;Blue;44;6;2;3;46460;0.683;1774;0.85;0.372
719648358;0;50;M;2;среднее;женат / замужем;111226.3644;покупка жилья;Blue;35;3;3;1;25140;0.638;1636;0.385;0.605
816600933;1;56;M;0;среднее;Не женат / не замужем;152487.8012;на проведение свадьбы;Blue;51;3;2;3;145010;0.854;1031;0.389;0
714208533;1;43;M;3;среднее;женат / замужем;212555.9307;на покупку автомобиля;Blue;36;1;3;3;86630;0.639;916;0.32;0.033
713095533;0;44;F;4;высшее;в разводе;148658.1333;операции с недвижимостью;Blue;36;5;3;3;23330;0.692;1198;0.722;0.637
809967783;0;34;F;4;среднее;Не женат / не замужем;124650.8971;автомобиль;Blue;26;5;5;3;30380;0.707;2189;0.688;0.507
715848408;0;61;M;1;среднее;вдовец / вдова;155765.9153;строительство недвижимости;Blue;52;6;6;1;88510;0.731;1257;0.44;0
